 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1
697917,200605,1201-1800,ZZZ.Airport,US,,0,0,,,,,,,,,,Air Carrier,B737-700,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Hydraulic System Pump,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Troubleshooting,,,697917,Company,,Air Carrier,Inspector,,,,,,,698259,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Automation Aircraft Other Automation; Person Flight Crew,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Chart Or Publication; Airspace Structure; Aircraft; Manuals,Human Factors,ON THE MORNING OF MAY/WED/06; I WAS PERFORMING ROUTINE MAINT ON #1 ENG ON ACR X. BEFORE REPLACING THE L ENG EDP CASE DRAIN FILTER; AS A COMMON PRACTICE OF ME AND MANY OTHER EMPLOYEES; I REMOVED THE QUICK DISCONNECT FITTING FROM THE PYLON. THE REASON FOR REMOVING THIS QUICK DISCONNECT FOR THIS TASK IS DUE TO THE LOCATION OF THE FILTER ON THE ENG. IT MINIMIZES THE AMOUNT OF HYD FLUID LOST AND THE MESS CAUSED ON THE FAN CASE FROM THE FLUID. FROM THE PRODUCTION SIDE; I AM CONTINUOUSLY THINKING AHEAD ABOUT THE NEXT TASK AT HAND AND HOW TO DO IT MORE EFFICIENT. THIS HAPPENS TO BE A TIME I EVIDENTLY AND UNFORTUNATELY THOUGHT TOO FAR AHEAD OF MYSELF; INSTEAD OF THE JOB AT HAND. AS A CORRECTIVE ACTION BECAUSE IT'S SUCH A COMMON PRACTICE OF EVERYONE; I ASK IF YOU WOULD CONSIDER ADDING STEPS ON TASK CARD 29-050-01-00 FOR REMOVING OF QUICK DISCONNECT LINE BEFORE FILTER CHANGE AND RECONNECT AFTER FILTER IS INSTALLED.,,,,A B737-700 HAD #1 ENG DRIVEN HYD PUMP FAIL INFLT DUE TO NO COOLING AND LUBRICATION. FOUND #1 HYD SUPPLY LINE DISCONNECTED AT THE PYLON.
697931,200605,0001-0600,ZZZ.Airport,US,,0,0,,,VMC,,,Night,,,UNICOM ZZZ,,Golden Eagle 421,,1,Part 121,None,,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gear,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Certificate Holder,,,,Troubleshooting,,,697931,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Aircraft; Chart Or Publication; Human Factors,Human Factors,WE WERE PLANNING ON DOING A PART 135 TRIP BUT THE PLT WAS UNAVAILABLE. WE USED ANOTHER NON 135 PLT AND DID TRIP AS A PART 91 NO CHARGE TRIP. MAINT PERSONNEL HAD PUT TORQUE LINKS ON L MAIN LNDG GEAR INCORRECTLY TOGETHER AND DURING XWIND LNDG; GEAR DRAGGED AND COLLAPSED; RESULTING IN AN INCIDENT. WE WERE NOT OPERATING WITHIN THE OPS SPECS AS THEY WERE ONLY FOR SINGLE PLT OP. MONEY OR COMPENSATION WAS NEVER DISCUSSED.,,,,A C421B ON LNDG HAD THE L MAIN LNDG GEAR COLLAPSE. FOUND L MAIN LNDG GEAR TORQUE LINKS ASSEMBLED INCORRECTLY. ACFT INCURRED DAMAGE.
698701,200605,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,3000,,Tower ZZZ.Tower,Corporate,King Air 100 A/B,,2,Part 91,IFR,Personal,,Landing,,,,,,,,Testing,,,,,,,,,,,,,,,,,,Main Gear,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Corporate,First Officer; Pilot Not Flying,Flight Crew Commercial; Flight Crew Student; Flight Crew Private; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 200; Flight Crew Total 3800; Flight Crew Type 5,,Troubleshooting; Time Pressure,,,698701,Aircraft X,,Corporate,Pilot Flying; Captain,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Automation Aircraft Other Automation; Person Flight Crew,,Aircraft Aircraft Damaged; General None Reported / Taken,Human Factors; Aircraft; Chart Or Publication; Company Policy,Human Factors,LNDG GEAR FAILURE ON LNDG. EXECUTED ALL EMER PROCS; ALSO CONTACTED MAINT FOR ADDITIONAL ASSISTANCE. MADE SEVERAL FLY-BYS TO CONFIRM GEAR STATUS. APPEARED MAINS WERE DOWN BUT NOSEWHEEL WAS TRAILING. GEAR FAILED ON TOUCHDOWN; AND ACFT SLID OFF THE L SIDE OF RWY 4L. PROBABLE CAUSE OF ACCIDENT: GEAR ACTUATORS WERE PAINTED. ACFT WAS BEING FLOWN FROM THE PAINT SHOP; INITIAL FLT. PAINT CAUSED THE ACTUATOR SHAFTS TO JAM IN THE ACTUATORS. GEAR WOULD NOT LOWER OR RAISE AFTER INITIALLY TRYING TO LOWER GEAR. PAINT SHOPS NEED TO VERIFY GEAR ACTUATORS ARE NOT PAINTED AND GEAR SHOULD BE CYCLED SEVERAL TIMES PRIOR TO RELEASE OF ACFT. NTSB'S INITIAL RESPONSE WAS; 'THIS IS NOT AN INCIDENT.'CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING INFO: THE RPTR STATED THE PAINT SHOP MADE NO EFFORT TO PROTECT THE EXTERNAL COMPONENTS OF THE ACFT THAT WERE NOT TO BE PAINTED. THE LNDG GEAR ACTUATOR PISTONS WERE PAINTED AND THE DRIED PAINT ON THE ACTUATOR PISTONS JAMMED THE PISTON IN THE ACTUATOR. THE PAINT SHOP ALSO PAINTED GREASE FITTINGS; ROLLERS ON THE FLAPS; AND GEAR DOORS. THE PAINT SHOP SHOULD HAVE TESTED THE LNDG GEAR PRIOR TO RELEASE FOR SVC.,,,,A B90A; FIRST FLT FROM A PAINT SHOP; WAS UNABLE TO LOWER THE LNDG GEAR DUE TO PAINT ON ACTUATOR SHAFTS. ON LNDG; THE AIRPLANE INCURRED DAMAGE TO THE FLAPS; STRAKE; AND GEAR DOORS.
699700,200605,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Escape Slide,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,,,,Troubleshooting; Time Pressure,,,699700,Company,,Air Carrier,Inspector,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Chart Or Publication; Environment - Non Weather Related; Human Factors; Logbook Entry; Aircraft,Human Factors,CATERER KNOCKED DOOR 1R SLIDE PACK LOOSE. INSPECTOR WAS CALLED TO INSPECT SLIDE. DOOR WAS FOUND WITH SLIDE STATIC LINES; D-RING STRAP AND SLIDE STRAP HANGING FROM BOTTOM OF SLIDE PACK. SLIDE PACK WAS PINNED TO PREVENT INADVERTENT DEPLOYMENT. WE HAD NO SLIDE IN STOCK. IT WAS AGREED THAT SLIDE SHOULD BE REMOVED AND DOOR INSPECTED FOR DAMAGE. BEFORE SLIDE WAS REMOVED; WE WERE TOLD ACR X WOULD FERRY OUT. A TYPE II FERRY PERMIT WAS GRANTED; AND THE DOOR WAS INSPECTED FOR BEING CLOSED AND SECURE ALONG WITH SLIDE PACK SECURE AND NOT IMPACTING THE DOOR SECURITY. AT THE DOWN LINE STATION; THE ORIGINAL WRITE-UP WAS SIGNED OFF 'RE-SECURED LOWER STRAP TO BUSTLE.' THE ACR X THEN DEPARTED THERE AND WENT TO ZZZ. COMPANY LINE MAINT IN THE MEANTIME CONTACTED ME FOR FURTHER INFO ABOUT WHAT WE FOUND AND WHAT WE THOUGHT SHOULD BE DONE. HE THEN MADE A CALLOUT TO HAVE THE DOOR SLIDE INSPECTED; UPON WHICH THEY FOUND THE SLIDE PACK STILL SAFETIED.,,,,A B757-200 WAS MAINT FERRIED TO A MAINT FACILITY FOR DOOR 1R SLIDE REPLACEMENT. MAINT ON ARR CLRED THE SLIDE REPLACEMENT WRITE-UP AND DISPATCHED THE AIRPLANE WITH THE SLIDE STILL SAFETIED AND UNUSABLE.
703126,200605,1801-2400,ZZZ.Airport,US,,0,0,,,,,,,,,,Air Carrier,Dash 8-400,,2,Part 121,,Passenger,,Parked,,,,,,,,Repair,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Time Pressure; Troubleshooting,,,703126,Company,,Air Carrier,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Vehicle,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Environment - Non Weather Related; Aircraft; Chart Or Publication; Human Factors,Human Factors,ANOTHER TECHNICIAN AND MYSELF WERE DISPATCHED TO WORK A NOSEWHEEL STEERING PROB ON ACFT X. WHILE I WAS DEBRIEFING PLTS ON MALFUNCTION; THE SHIFT SUPVR HAD ARRIVED AT ACFT AND WAS ATTEMPTING TO RETRIEVE FAULT CODES FROM NOSEWHEEL STEERING COMPUTER. PLTS ALSO STATED THAT THE ACFT WAS SCHEDULED AS A QUICK TURN. AFTER FINISHING WITH PLT'S DEBRIEF; I STARTED CHKING NOSEWHEEL STEERING SWITCH POS AND RESETTING OF CIRCUIT BREAKERS IN HOPES OF GETTING THE NOSEWHEEL STEERING COMPUTER TO SHOW ANY FAULTS IT HAD LOGGED. AT THIS TIME THE SUPVR HAD LEFT THE ACFT AND THE OTHER TECHNICIAN WENT TO GET THE AMM AND FLT INFO MANUALS TO HELP TROUBLESHOOT. ONCE HE ARRIVED BACK TO ACFT; WE HAD SUCCESSFULLY DOWNLOADED SEVERAL FAULTS AND WERE CHKING THEM OUT IN THE FLT INFO MANUAL. SOMEWHERE IN THIS TIME PERIOD; THE LEAD HAD COME OUT TO ACFT. WE DECIDED TO PERFORM AN OPS CHK OF NOSEWHEEL STEERING. ANOTHER TECHNICIAN AND MYSELF TRIED TO USE THE NOSEWHEEL JACK TO PLACE THE SKID PLATE UNDER THE TIRES BUT THE JACK PLACEMENT PREVENTED CLRNC. THE OTHER TECHNICIAN THEN CALLED FOR RAMP PERSONNEL TO CLR ACFT OF BAGGAGE LOADER AND BAGGAGE CARTS AND TO TOW ACFT ONTO SKID PLATES. IT WAS DECIDED TO USE THE #2 ENG AS HYD PWR SOURCE TO PERFORM OPS CHK. RAMP HAD COME OUT AND MOVED BAGGAGE CARTS AND LOADER AS REQUESTED; BUT THEN LEFT WITH NO SIGNS OF TOW TEAM. I CALLED THE SUPVR THINKING HE WAS WORKING MAINT CTL THAT DAY; TO FIND OUT WHEN TOW TEAM WOULD BE AVAILABLE TO MOVE ACFT FOR US. THE SUPVR STATED TO HOLD ON AND CAME OUT TO ACFT. HE STATED TO ME IT WOULD BE FASTER TO JUST ROLL ACFT ONTO SKID PLATES ONCE I HAD THE #2 ENG STARTED; THEN TO WAIT FOR TOW TEAM. I ALREADY HAD THE ACFT READY TO START AND HAD PERFORMED MY PRE-ENG RUN SITUATIONAL AWARENESS MENTAL CHKLIST PRIOR TO THIS CHANGE IN PLANS. I FOLLOWED THE RUN/TAXI CHKLIST AND STARTED THE #2 ENG FOR GAIN #2 HYD PRESSURE OF OPS CHK. NOT RE-ACCOMPLISHING MY PRE-ENG RUN SITUATIONAL AWARENESS MENTAL CHKLIST AGAIN AFTER IT WAS DECIDED TO ROLL ACFT ONTO SKID PLATES; I FAILED TO RECOGNIZE THE NEED TO HAVE #1 HYD SYS PRESSURE FOR NORMAL BRAKES OR THE NEED TO HAVE A SECOND PERSON IN COCKPIT AS REQUIRED FOR ALL ACFT TAXIES. THE THOUGHT THAT THIS WAS AN ACFT TAXI MOVEMENT DID NOT OCCUR TO ANYONE AT THIS TIME. AT THE TIME OF ENG START; I HAD ANOTHER TECHNICIAN; THE LEAD; AND THE SUPVR AT NOSE OF THE ACFT. I VERIFIED I HAD GOOD #2 SYS HYD PRESSURE BUT OVERLOOKED ENSURING MY STANDBY HYD AND PTU SWITCHES WERE ON. THE OTHER TECHNICIAN MARSHALED ME FORWARD WHEN I THEN BROUGHT THE #2 CONDITION LEVER TO MINIMUM AND RELEASED PARKING BRAKES. THE ACFT FAILED TO MOVE FORWARD UNDER THIS PWR SETTING; SO I MOMENTARILY MOVED #2 PWR LEVER TO FLT MINIMUM UNTIL ACFT STARTED TO MOVE. THE NOSE IMMEDIATELY STARTED SLIDING TO THE L ONCE IT HIT THE GREASE PLATES. I BROUGHT THE #2 PWR LEVER BACK TO DISC AND APPLIED TOE BRAKES. GND CREW WERE SIGNALING ME TO STOP; BUT NORMAL BRAKING DID NOT OPERATE. I TOOK THE #2 PWR LEVER MOMENTARILY TO RESERVE; WHICH STOPPED FORWARD MOVEMENT AND THEN IT STARTED ROLLING FORWARD AGAIN. THE ONLY THING I COULD THINK TO DO WAS TO SHUT DOWN THE #2 ENG; WHICH I DID. I WAS STILL APPLYING TOE BRAKES WITHOUT SUCCESS BEFORE I FINALLY REALIZED TO USE THE PARKING BRAKE LEVER. AT THIS TIME I WAS UNAWARE THAT THE ACFT HAD CAME INTO CONTACT WITH ANYTHING UNTIL I DEPLANED. BY THE TIME I STOPPED THE ACFT I HAD ROLLED 33 FT; WEDGED #1 PROP BLADE AGAINST MAINT VAN; AND STRUCK A MAINT STAND WITH THE SPOOLING DOWN #2 ENG PROP. I PERFORMED POST ENG RUN SHUTDOWN PROCS AND ENSURED ACFT WAS CHOCKED. I THEN WENT TO THE OFFICE TO START RPTING PROCS.,,,,A DHC8-400 DURING TROUBLESHOOTING OF A NOSE GEAR STEERING PROB THE ACFT WAS TAXIED WITH #2 ENG PWR. LOSS OF ACFT CTL INCURRED DAMAGE TO ACFT AND GND EQUIP.
700537,200606,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Hydraulic System Pump,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 18,,Troubleshooting,,,700537,Aircraft X,,Air Carrier,Pilot Flying; Captain,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Automation Aircraft Other Automation; Person Flight Crew,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Human Factors; Manuals; Aircraft; Airspace Structure; Chart Or Publication; Environment - Non Weather Related,Human Factors,I WAS NOTIFIED ON JUN/TUE/06; WHEN I RPTED FOR WORK THAT ACR X RETURNED TO THE GATE DUE TO A #2 ENG HYD PUMP LOW PRESSURE LIGHT ILLUMINATING AND AT THE GATE MAINT FOUND THE #2 EDP HAD OVERHEATED AND FAILED. I WAS TOLD THE EDP CASE DRAIN FILTER LINE WAS FOUND DISCONNECTED AT THE PYLON DISCONNECT. TO PREVENT FLUID LOSS FROM THE CASE DRAIN FILTER MODULE WHILE PERFORMING THE JOB CARD TO CHANGE THE FILTER; O-RING; AND BACKUP RINGS; THIS LINE AS 'COMMON KNOWLEDGE' WAS DISCONNECTED SO FLUID WOULD NOT CONSTANTLY LEAK ON ME AND ENG WHILE PERFORMING THE JOB CARD TASK. NO ISSUES WERE FOUND DURING THE ENG LEAK CHK BUT APPARENTLY I INADVERTENTLY LEFT THIS LINE DISCONNECTED AFTER FINISHING THE JOB CARD. I WISH A STEP COULD BE ADDED TO THE JOB CARD TASK FOR DISCONNECTING AND RECONNECTING THE CASE DRAIN FILTER HYD LINE PYLON QUICK DISCONNECT THAT COMES FROM THE EDP CASE DRAIN FILTER MODULE. THIS IS AN EFFECTIVE AND BENEFICIAL WAY OF STOPPING HYD FLUID FROM LEAKING ONTO THE TECHNICIAN AND ENG COMPONENTS DURING THE JOB CARD TASK.,,,,A B737 RETURNED TO THE GATE DUE TO R ENG DRIVEN HYD PUMP LOW PRESSURE WARNING LIGHT. FOUND PUMP OVERHEATED AND FAILED. CAUSED BY CASE DRAIN FILTER LINE DISCONNECTED.
701001,200606,1201-1800,ZZZ.Airport,US,,0,0,,,Mixed,6,,Daylight,3000,,,Personal,PA-32 Cherokee Six/Lance/Saratoga/6X,,1,Part 91,IFR,Personal,,Parked,,,,,,,Scheduled Maintenance,Repair,,,,,,,,,,,,,,,,,,Fuel Tank,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 15; Flight Crew Total 1600; Flight Crew Type 1200,,Troubleshooting,,,701001,Company,,Other Private Co,Technician,Maintenance Powerplant; Maintenance Airframe,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Aircraft; Chart Or Publication; Company Policy; Human Factors,Human Factors,AFTER LNDG AT ZZZ1 AND REFUELING; NOTICED FUEL LEAKING FROM BOTH WINGS. ACFT WAS RIGHT OUT OF SHOP FOR FUEL SYS RESEAL. A&P DETERMINED AT ZZZ2 THAT LEAK WAS FROM TANK INTERCONNECTS AND SUGGESTED I REPAIR ASAP. DISCUSSED FLT BACK TO ZZZ2 AND DETERMINED IT SHOULD BE SAFE. UPON RETURNING; THE A&P/IA TOLD ME THE REPAIR THAT WAS DONE WAS NOT SAFE. THE TANKS HAD UNAIRWORTHY PARTS. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING INFO: THE RPTR STATED A FERRY PERMIT SHOULD HAVE BEEN SECURED PRIOR TO THE FLT TO THE FACILITY THAT DID THE TANK RESEAL. THE FAA CHKED THE WORK DONE ON THE TANK RESEAL PROJECT AND DISCOVERED GROSS VIOLATIONS IN THE DAMAGE DONE TO THE TANK INTERCONNECTION LINES AND HOSES. THE TECHNICIAN THAT WORKED THE PROJECT HAD HIS LICENSE REVOKED AND THE SUPVR WAS SUSPENDED.,,,,A PA32 WAS FLOWN TO A MAINT FACILITY WITH LEAKING L AND R WING FUEL INTERCONNECT LINES AND HOSES DUE TO FAULTY REPAIR.
701510,200606,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,EMB ERJ 140 ER/LR,,2,Part 121,IFR,Passenger,,Parked; Cruise,,,,,Y,,,,,,,,,,,,,,,,,,,,,Service/Access Door,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,,,,Troubleshooting; Time Pressure,,,701510,Company,,Air Carrier,Lead Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Human Factors; Environment - Non Weather Related; Aircraft; Chart Or Publication,Human Factors,AN OIL SVC DOOR FOR THE APU SEPARATED INFLT FROM ACFT. I WORKED ON THE ACFT THAT MORNING TRYING TO FIND AN OVERTEMP CONDITION ON THE APU. I OPENED THAT OIL ACCESS DOOR AND CLOSED IT. MY LEAD TECHNICIAN AND OTHER LEAD TECHNICIAN WERE PRESENT WHILE THE PROCESS WAS TAKING PLACE. I REMOVED THE SILENCER TO GAIN ACCESS TO THE ANTI-SURGE VALVE AND REPLACE IT; I CHKED FOR CONTINUITY ON THE BLEED VALVE PINS. I AM SURE THAT THE APU OIL ACCESS DOOR WAS CLOSED WHEN THE PLANE LEFT. WE WERE AT GATE. I CHKED MY WORK. MY LEAD TECHNICIAN CHKED MY WORK; AND THE OTHER LEAD TECHNICIAN WAS PRESENT TO ASSIST ME IN TRYING TO FIND A BLEED LEAK CAUSING THE OVERTEMP CONDITION.,,,,AN EMB140 HAD THE APU OIL SVC DOOR DEPART THE ACFT IN FLT. APU HAD MAINT PERFORMED AT DEPARTING STATION.
702115,200606,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,MD-80 Series (DC-9-80) Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Cowling,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,,,,Troubleshooting,,,702115,Company,,Air Carrier,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Manuals; Chart Or Publication; Aircraft; Airspace Structure; Human Factors,Human Factors,ENG BUILD-UP NEEDED AN MD80 ENG RUN QUALIFIED PERSON. I WAS ASSIGNED TO RUN THE ENGS FOR THEM. WHILE ENG BUILD-UP WAS FINISHING UP PREPPING THE ENGS; I WAS UP IN THE FLT DECK FILLING OUT TRIM DATA ON THE TASK CARD. WHILE PUSHING OUT OF THE HANGAR; I STARTED THE APU WITHOUT ANY PROBS INDICATED. ON JUN/TUE/06 I WAS INFORMED THAT THE #2 UPPER ENG COWL WAS DAMAGED BY RUNNING THE APU WITH THE #2 UPPER COWL OPEN. THERE WAS NO TAG-OUT OF THE APU SWITCH; FOR HAVING THE COWL IN THE OPEN POS. I WAS GIVEN NO INDICATION FROM GND CREW THAT THE COWL WAS OPEN. THE ASSUMPTION ON MY PART WAS THAT THE COWL WAS CLOSED WHEN CLRED TO START ENGS (PAST EXPERIENCES WITH ENG BUILDUP WAS THE COWL WAS EITHER REMOVED OR CLOSED).,,,,AN MD80 INCURRED DAMAGE TO THE R ENG UPPER COWLING BY THE APU OPERATING WITH THE ENG COWLING OPEN.
702312,200606,0601-1200,ZZZ.Airport,US,,0,0,,,,,,,,,,Air Carrier,B737-500,,2,Part 121,IFR,Passenger,,Initial Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Indicating and Warning - Landing Gear,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,,,Maintenance Technician 25,,Troubleshooting,,,702342,Aircraft X,,Air Carrier,Captain,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Aircraft Aircraft Damaged; Aircraft Equipment Problem Dissipated; Flight Crew Overcame Equipment Problem; General Maintenance Action,Human Factors; Aircraft; Chart Or Publication,Aircraft,ACFT DEPARTED ON FLT. ABOUT 10 MINS AFTER DEP; THE CREW CALLED MAINT AND SAID THEY HAD A LNDG GEAR RED LIGHT 'ON' AND ASKED IF WE HAD ANY SUGGESTIONS. I SAID TO CYCLE THE GEAR HANDLE. THEY DID; AND GOT 3 GREEN LIGHTS; THEN ASKED TO PUT HANDLE TO 'OFF' AND I SAID YES. THEY STILL HAD 3 GREEN LIGHTS; SO THEY CONTINUED TO XXX WHERE A TIRE CAP WAS MISSING AND DAMAGE TO THE LNDG GEAR DOOR.,,,,A B737-500; WITH LNDG GEAR UNSAFE LIGHT; CONTACTS MAINT CTLR. CTLR REQUESTS CREW RECYCLE LNDG GEAR. RECYCLED GEAR INDICATIONS NORMAL.
